run,pageId,result,scope
desktop-chromium,library-dashboard,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-allocation-settlement,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-bank-reconciliation,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-budget-workspace,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-period-processing,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-statement-account,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-report-parameters,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-tabular-report,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-grouped-report,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-pivot-report,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-printable-report,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-operational-dashboard,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-management-dashboard,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-analytical-workspace,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-entity-360,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-history-timeline,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-document-workspace,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-task-workspace,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-communication-workspace,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-policy-editor,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-permissions-matrix,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-workflow-configuration,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-import-wizard,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-background-jobs,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-schedule-configuration,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-audit-explorer,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,template-integration-configuration,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,allyvora-patient-query,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,allyvora-patient-record,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,allyvora-patient-360,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,spreadsheet-studio,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,import-export,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,bulk-operations,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,theme-studio,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,localization,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,accessibility,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,page-catalog,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,component-contracts,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,keyboard-shortcuts,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,integration-guide,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,preferences,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,saved-views,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,shortcut-manager,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,notifications,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,messages,passed,navigation/rendered presentation; not complete domain acceptance
web-chromium,ai-administration,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,library-dashboard,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,component-library,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,form-controls,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,feedback-components,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,date-components,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,card-components,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,table-components,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,navigation-components,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,inline-components,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,form-patterns,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,data-patterns,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,billing-patterns,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,page-templates,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-simple-master,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-detailed-master,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-person-registration,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-person-profile,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-organization-profile,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-item-service-master,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-hierarchical-master,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-relationship-master,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-configuration-master,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-patient-master,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-employee-master,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-customer-master,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-supplier-master,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-student-master,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-master-list,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-transaction-register,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-operational-worklist,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-assignment-queue,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-approval-inbox,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-exception-queue,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-board-workspace,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-split-list-detail,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-batch-processing,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-header-lines-order,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-service-test-order,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-quotation-estimate,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-order-fulfillment,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-return-cancellation,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-order-comparison,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-recurring-order,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-purchase-order,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-sales-order,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-lab-order,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-appointment,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-calendar-workspace,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-resource-timeline,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-occupancy-board,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-allocation-workspace,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-roster-timetable,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-waitlist-check-in,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-patient-encounter,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-service-case,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-long-running-episode,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-procedure-planning,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-surgery-workspace,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-procedure-execution,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-checklist-workspace,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-discharge-closure,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-structured-result,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-lab-result,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-narrative-result,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-observation-chart,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-assessment-scoring,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-result-verification,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-result-comparison,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-certificate-output,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-goods-receipt,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-issue-dispatch,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-stock-transfer,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-stock-count,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-batch-serial-tracking,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-pick-pack,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-transport-plan,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-dispatch-board,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-journal-voucher,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-payment-voucher,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-receipt-voucher,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-invoice-billing,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-patient-billing,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-school-fees,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-credit-debit-note,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-allocation-settlement,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-bank-reconciliation,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-budget-workspace,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-period-processing,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-statement-account,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-report-parameters,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-tabular-report,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-grouped-report,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-pivot-report,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-printable-report,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-operational-dashboard,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-management-dashboard,passed,navigation/rendered presentation; not complete domain acceptance
desktop-firefox,template-analytical-workspace,passed,navigation/rendered presentation; not complete domain acceptance
