key,English,translation,review_status,reviewer,comments
catalog.group.localization,Localization,स्थानीयकरण,Pending,,
catalog.help.forms,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value और onChange को फ़ॉर्म स्थिति से जोड़ें। required, hint, error और disabled सत्यापन और उपलब्धता नियंत्रित करते हैं।",Pending,,
catalog.help.dates,Keep ISO date and local time values in state. Apply min/max bounds; choose a timezone in your domain service.,स्थिति में ISO तिथि और स्थानीय समय रखें। min/max सीमा लगाएँ; सेवा में समय क्षेत्र तय करें।,Pending,,
catalog.help.cards,"Compose cards, grids, statistics and typed values. Format amounts for the selected locale.","कार्ड, ग्रिड, आँकड़े और मान मिलाएँ। चुने हुए लोकेल में राशि दिखाएँ।",Pending,,
catalog.help.tables,"Use semantic table elements for static, striped, bordered and compact tables. DataTable adds selection, sorting and editing.","स्थिर, धारीदार, बॉर्डर और कॉम्पैक्ट तालिकाओं के लिए तालिका तत्व उपयोग करें। DataTable चयन, क्रम और संपादन जोड़ता है।",Pending,,
catalog.help.navigation,"Supply callbacks for actions, selected values, tabs and page changes. Icon buttons need accessible labels.","कार्रवाइयों, मानों, टैब और पृष्ठ बदलाव के लिए कॉलबैक दें। आइकन बटन को सुलभ लेबल दें।",Pending,,
catalog.help.feedback,Control overlays with open/onClose. Map failures to useful recovery actions and preserve input during retries.,ओवरले को open/onClose से नियंत्रित करें। विफलताओं को उचित बहाली कार्रवाइयों से जोड़ें और पुनः प्रयास में इनपुट रखें।,Pending,,
catalog.help.inline,onCommit may be asynchronous and reject with an error. Validate before saving; limit permitted status transitions.,onCommit असिंक्रोनस हो सकता है और त्रुटि दे सकता है। सहेजने से पहले जाँचें; अनुमत स्थिति परिवर्तन सीमित करें।,Pending,,
catalog.help.formPatterns,Compose shared controls into a validated form. Replace the local submit callback with your authorized record adapter.,साझा नियंत्रणों से सत्यापित फ़ॉर्म बनाएँ। स्थानीय सबमिट कॉलबैक को अधिकृत रिकॉर्ड अडैप्टर से बदलें।,Pending,,
catalog.help.dataPatterns,"DataTable receives rows, column definitions, selection, sorting and callbacks. The caller owns permissions and persistence.","DataTable को पंक्तियाँ, कॉलम, चयन, क्रम और कॉलबैक दें। अनुमतियाँ और स्थायी संग्रह कॉलर संभालता है।",Pending,,
catalog.help.billing,Build line-entry and totals using shared number inputs and data display components. This demo is not a complete invoice service.,साझा संख्या इनपुट और डेटा प्रदर्शन घटकों से लाइन प्रविष्टि और कुल बनाएँ। यह पूर्ण चालान सेवा नहीं है।,Pending,,
catalog.help.localization,"The shell supplies LocalizationProvider. Reuse its translator for labels, direction and display formatting. Never translate identifiers or API values.","शेल LocalizationProvider देता है। लेबल, दिशा और प्रदर्शन के लिए उसका अनुवादक उपयोग करें। पहचानकर्ता या API मान अनुवाद न करें।",Pending,,
catalog.example.TextDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value और onChange को फ़ॉर्म स्थिति से जोड़ें। required, hint, error और disabled सत्यापन और उपलब्धता नियंत्रित करते हैं।",Pending,,
catalog.example.ValidationDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value और onChange को फ़ॉर्म स्थिति से जोड़ें। required, hint, error और disabled सत्यापन और उपलब्धता नियंत्रित करते हैं।",Pending,,
catalog.example.SelectDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value और onChange को फ़ॉर्म स्थिति से जोड़ें। required, hint, error और disabled सत्यापन और उपलब्धता नियंत्रित करते हैं।",Pending,,
catalog.example.ChoiceDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value और onChange को फ़ॉर्म स्थिति से जोड़ें। required, hint, error और disabled सत्यापन और उपलब्धता नियंत्रित करते हैं।",Pending,,
catalog.example.FileDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value और onChange को फ़ॉर्म स्थिति से जोड़ें। required, hint, error और disabled सत्यापन और उपलब्धता नियंत्रित करते हैं।",Pending,,
catalog.example.ReferenceDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value और onChange को फ़ॉर्म स्थिति से जोड़ें। required, hint, error और disabled सत्यापन और उपलब्धता नियंत्रित करते हैं।",Pending,,
catalog.example.DateDemo,Keep ISO date and local time values in state. Apply min/max bounds; choose a timezone in your domain service.,स्थिति में ISO तिथि और स्थानीय समय रखें। min/max सीमा लगाएँ; सेवा में समय क्षेत्र तय करें।,Pending,,
catalog.example.CalendarDemo,Keep ISO date and local time values in state. Apply min/max bounds; choose a timezone in your domain service.,स्थिति में ISO तिथि और स्थानीय समय रखें। min/max सीमा लगाएँ; सेवा में समय क्षेत्र तय करें।,Pending,,
catalog.example.CardsDemo,"Compose cards, grids, statistics and typed values. Format amounts for the selected locale.","कार्ड, ग्रिड, आँकड़े और मान मिलाएँ। चुने हुए लोकेल में राशि दिखाएँ।",Pending,,
catalog.example.StatsDemo,"Compose cards, grids, statistics and typed values. Format amounts for the selected locale.","कार्ड, ग्रिड, आँकड़े और मान मिलाएँ। चुने हुए लोकेल में राशि दिखाएँ।",Pending,,
catalog.example.StatusDemo,"Compose cards, grids, statistics and typed values. Format amounts for the selected locale.","कार्ड, ग्रिड, आँकड़े और मान मिलाएँ। चुने हुए लोकेल में राशि दिखाएँ।",Pending,,
catalog.example.ValuesDemo,"Compose cards, grids, statistics and typed values. Format amounts for the selected locale.","कार्ड, ग्रिड, आँकड़े और मान मिलाएँ। चुने हुए लोकेल में राशि दिखाएँ।",Pending,,
catalog.example.TableDemo,"Use semantic table elements for static, striped, bordered and compact tables. DataTable adds selection, sorting and editing.","स्थिर, धारीदार, बॉर्डर और कॉम्पैक्ट तालिकाओं के लिए तालिका तत्व उपयोग करें। DataTable चयन, क्रम और संपादन जोड़ता है।",Pending,,
catalog.example.ButtonsDemo,"Supply callbacks for actions, selected values, tabs and page changes. Icon buttons need accessible labels.","कार्रवाइयों, मानों, टैब और पृष्ठ बदलाव के लिए कॉलबैक दें। आइकन बटन को सुलभ लेबल दें।",Pending,,
catalog.example.TabsDemo,"Supply callbacks for actions, selected values, tabs and page changes. Icon buttons need accessible labels.","कार्रवाइयों, मानों, टैब और पृष्ठ बदलाव के लिए कॉलबैक दें। आइकन बटन को सुलभ लेबल दें।",Pending,,
catalog.example.MenusDemo,"Supply callbacks for actions, selected values, tabs and page changes. Icon buttons need accessible labels.","कार्रवाइयों, मानों, टैब और पृष्ठ बदलाव के लिए कॉलबैक दें। आइकन बटन को सुलभ लेबल दें।",Pending,,
catalog.example.PaginationDemo,"Supply callbacks for actions, selected values, tabs and page changes. Icon buttons need accessible labels.","कार्रवाइयों, मानों, टैब और पृष्ठ बदलाव के लिए कॉलबैक दें। आइकन बटन को सुलभ लेबल दें।",Pending,,
catalog.example.OverlaysDemo,Control overlays with open/onClose. Map failures to useful recovery actions and preserve input during retries.,ओवरले को open/onClose से नियंत्रित करें। विफलताओं को उचित बहाली कार्रवाइयों से जोड़ें और पुनः प्रयास में इनपुट रखें।,Pending,,
catalog.example.StatesDemo,Control overlays with open/onClose. Map failures to useful recovery actions and preserve input during retries.,ओवरले को open/onClose से नियंत्रित करें। विफलताओं को उचित बहाली कार्रवाइयों से जोड़ें और पुनः प्रयास में इनपुट रखें।,Pending,,
catalog.example.SkeletonsDemo,Control overlays with open/onClose. Map failures to useful recovery actions and preserve input during retries.,ओवरले को open/onClose से नियंत्रित करें। विफलताओं को उचित बहाली कार्रवाइयों से जोड़ें और पुनः प्रयास में इनपुट रखें।,Pending,,
catalog.example.RecoveryDemo,Control overlays with open/onClose. Map failures to useful recovery actions and preserve input during retries.,ओवरले को open/onClose से नियंत्रित करें। विफलताओं को उचित बहाली कार्रवाइयों से जोड़ें और पुनः प्रयास में इनपुट रखें।,Pending,,
catalog.example.InlineDemo,onCommit may be asynchronous and reject with an error. Validate before saving; limit permitted status transitions.,onCommit असिंक्रोनस हो सकता है और त्रुटि दे सकता है। सहेजने से पहले जाँचें; अनुमत स्थिति परिवर्तन सीमित करें।,Pending,,
catalog.example.FormDemo,Compose shared controls into a validated form. Replace the local submit callback with your authorized record adapter.,साझा नियंत्रणों से सत्यापित फ़ॉर्म बनाएँ। स्थानीय सबमिट कॉलबैक को अधिकृत रिकॉर्ड अडैप्टर से बदलें।,Pending,,
catalog.example.WorklistDemo,"DataTable receives rows, column definitions, selection, sorting and callbacks. The caller owns permissions and persistence.","DataTable को पंक्तियाँ, कॉलम, चयन, क्रम और कॉलबैक दें। अनुमतियाँ और स्थायी संग्रह कॉलर संभालता है।",Pending,,
catalog.example.BillingDemo,Build line-entry and totals using shared number inputs and data display components. This demo is not a complete invoice service.,साझा संख्या इनपुट और डेटा प्रदर्शन घटकों से लाइन प्रविष्टि और कुल बनाएँ। यह पूर्ण चालान सेवा नहीं है।,Pending,,
catalog.example.LocalizationDemo,"The shell supplies LocalizationProvider. Reuse its translator for labels, direction and display formatting. Never translate identifiers or API values.","शेल LocalizationProvider देता है। लेबल, दिशा और प्रदर्शन के लिए उसका अनुवादक उपयोग करें। पहचानकर्ता या API मान अनुवाद न करें।",Pending,,
