key,English,translation,review_status,reviewer,comments
template.componentHelp,"Pages reuse shared fields, cards, tables, calendars, overlays and recovery messages. Configuration supplies labels, sections and actions.","പേജുകൾ പങ്കിട്ട ഫീൽഡുകൾ, കാർഡുകൾ, പട്ടികകൾ, കലണ്ടറുകൾ, ഓവർലേകൾ, വീണ്ടെടുക്കൽ സന്ദേശങ്ങൾ എന്നിവ ഉപയോഗിക്കുന്നു. ക്രമീകരണം ലേബലുകളും വിഭാഗങ്ങളും പ്രവർത്തനങ്ങളും നൽകുന്നു.",Pending,,
template.preferenceHelp,"The application supplies theme, font, density, language, formatting and layout preferences. Preview controls do not change saved preferences.","ആപ്ലിക്കേഷൻ തീം, ഫോണ്ട്, സാന്ദ്രത, ഭാഷ, ഫോർമാറ്റിംഗ്, ലേഔട്ട് മുൻഗണനകൾ നൽകുന്നു. പ്രിവ്യൂ കൺട്രോളുകൾ സംരക്ഷിച്ച മുൻഗണനകൾ മാറ്റില്ല.",Pending,,
template.adapterHelp,"Connect load and save through a typed adapter. The server must enforce authorization, validation, versions and retry receipts.","ലോഡും സേവും ടൈപ്പ് ചെയ്ത അഡാപ്റ്ററിലൂടെ ബന്ധിപ്പിക്കുക. അനുമതികൾ, പരിശോധന, പതിപ്പുകൾ, വീണ്ടും ശ്രമിച്ച പ്രവർത്തനങ്ങളുടെ രസീതുകൾ എന്നിവ സെർവർ നടപ്പാക്കണം.",Pending,,
template.scopeHelp,"Keep tenant, application, user and record identities separate. Changing scope starts a new editor.","ടെനന്റ്, ആപ്ലിക്കേഷൻ, ഉപയോക്താവ്, രേഖ എന്നിവയുടെ ഐഡന്റിറ്റികൾ വേർതിരിക്കുക. പരിധി മാറുമ്പോൾ പുതിയ എഡിറ്റർ ആരംഭിക്കും.",Pending,,
template.domainHelp,"These are frontend templates. Clinical decisions, stock availability, tax, posting, real messages and scheduled execution require domain services.","ഇവ ഫ്രണ്ട്എൻഡ് ടെംപ്ലേറ്റുകളാണ്. ക്ലിനിക്കൽ തീരുമാനങ്ങൾ, സ്റ്റോക്ക് ലഭ്യത, നികുതി, പോസ്റ്റിംഗ്, യഥാർത്ഥ സന്ദേശങ്ങൾ, ഷെഡ്യൂൾ നിർവഹണം എന്നിവയ്ക്ക് ഡൊമെയ്ൻ സേവനങ്ങൾ ആവശ്യമാണ്.",Pending,,
template.summary,Record summary,രേഖയുടെ സംഗ്രഹം,Pending,,
template.version,Record version,രേഖയുടെ പതിപ്പ്,Pending,,
template.save,Save changes,മാറ്റങ്ങൾ സംരക്ഷിക്കുക,Pending,,
template.saved,Changes saved.,മാറ്റങ്ങൾ സംരക്ഷിച്ചു.,Pending,,
template.unsaved,Unsaved changes,സംരക്ഷിക്കാത്ത മാറ്റങ്ങൾ,Pending,,
template.ready,Ready,തയ്യാർ,Pending,,
template.previous,Previous section,മുൻ വിഭാഗം,Pending,,
template.next,Next section,അടുത്ത വിഭാഗം,Pending,,
template.checklist,Checklist,പരിശോധനാ പട്ടിക,Pending,,
template.checkedCount,{count} of {total} checked,{total}-ൽ {count} പരിശോധിച്ചു,Pending,,
template.advance,Move to next stage,അടുത്ത ഘട്ടത്തിലേക്ക് മാറ്റുക,Pending,,
template.measurements,Results and observations,ഫലങ്ങളും നിരീക്ഷണങ്ങളും,Pending,,
template.entries,Accounting entries,അക്കൗണ്ടിംഗ് എൻട്രികൾ,Pending,,
template.lineItems,Line items,ഇനങ്ങൾ,Pending,,
template.addLine,Add line,ഇനം ചേർക്കുക,Pending,,
template.lineLabel,"{field}, row {index}","{field}, നിര {index}",Pending,,
template.remove,Remove,നീക്കം ചെയ്യുക,Pending,,
template.difference,Difference,വ്യത്യാസം,Pending,,
template.total,Total,ആകെ,Pending,,
template.searchRecords,Search records,രേഖകൾ തിരയുക,Pending,,
template.completeSelected,Complete selected ({count}),തിരഞ്ഞെടുത്തവ പൂർത്തിയാക്കുക ({count}),Pending,,
template.open,Open,തുറക്കുക,Pending,,
template.recordDetails,Record details,രേഖയുടെ വിശദാംശങ്ങൾ,Pending,,
template.available,Available,ലഭ്യമാണ്,Pending,,
template.booked,Booked,ബുക്ക് ചെയ്തു,Pending,,
template.availableSlots,Available time slots,ലഭ്യമായ സമയങ്ങൾ,Pending,,
template.comparison,Comparison,താരതമ്യം,Pending,,
template.from,From date,ആരംഭ തീയതി,Pending,,
template.to,To date,അവസാന തീയതി,Pending,,
template.runReport,Run report,റിപ്പോർട്ട് സൃഷ്ടിക്കുക,Pending,,
template.records,Records,രേഖകൾ,Pending,,
template.average,Average,ശരാശരി,Pending,,
template.sampleOnly,Sample data only,സാമ്പിൾ ഡാറ്റ മാത്രം,Pending,,
template.ledger,Ledger entries,ലെഡ്ജർ എൻട്രികൾ,Pending,,
template.statement,Statement entries,സ്റ്റേറ്റ്മെന്റ് എൻട്രികൾ,Pending,,
template.match,Match selected entries,തിരഞ്ഞെടുത്ത എൻട്രികൾ പൊരുത്തപ്പെടുത്തുക,Pending,,
template.matchHelp,Select equal amounts from both sides to demonstrate matching. Production reconciliation needs independent ledger and bank data.,"പൊരുത്തം കാണിക്കാൻ ഇരുവശത്തുനിന്നും തുല്യ തുകകൾ തിരഞ്ഞെടുക്കുക. യഥാർത്ഥ പൊരുത്തപ്പെടുത്തലിന് സ്വതന്ത്ര ലെഡ്ജർ, ബാങ്ക് ഡാറ്റ വേണം.",Pending,,
template.configure,Configure,ക്രമീകരിക്കുക,Pending,,
template.review,Review,അവലോകനം,Pending,,
template.history,History,ചരിത്രം,Pending,,
template.overview,Overview,അവലോകനം,Pending,,
template.related,Related records,ബന്ധപ്പെട്ട രേഖകൾ,Pending,,
template.documents,Documents,പ്രമാണങ്ങൾ,Pending,,
template.sampleDocument,Sample document,സാമ്പിൾ പ്രമാണം,Pending,,
template.view,View,കാണുക,Pending,,
template.edit,Edit,തിരുത്തുക,Pending,,
template.approve,Approve,അംഗീകരിക്കുക,Pending,,
template.staff,Staff,ജീവനക്കാർ,Pending,,
template.manager,Manager,മാനേജർ,Pending,,
template.administrator,Administrator,അഡ്മിനിസ്ട്രേറ്റർ,Pending,,
template.capacity,Capacity: {count},ശേഷി: {count},Pending,,
template.selectResource,Select resource,റിസോഴ്‌സ് തിരഞ്ഞെടുക്കുക,Pending,,
template.resourceSchedule,Resource schedule,റിസോഴ്‌സ് ഷെഡ്യൂൾ,Pending,,
template.hierarchy,Hierarchy,ശ്രേണി,Pending,,
template.root,Root level,മൂലനില,Pending,,
template.importFlow,"Upload, map and review","അപ്‌ലോഡ്, മാപ്പിംഗ്, അവലോകനം",Pending,,
template.importHelp,"Upload a small CSV, map code and name, and review rows. Confirming changes only this preview.","ചെറിയ CSV അപ്‌ലോഡ് ചെയ്യുക, കോഡും പേരും മാപ്പ് ചെയ്യുക, നിരകൾ പരിശോധിക്കുക. സ്ഥിരീകരണം ഈ പ്രിവ്യൂ മാത്രം മാറ്റും.",Pending,,
template.chooseCsv,Choose CSV file,CSV ഫയൽ തിരഞ്ഞെടുക്കുക,Pending,,
template.invalidCsv,Choose a valid CSV with at most 500 rows and a size below 2 MB.,പരമാവധി 500 നിരകളും 2 MB-ൽ താഴെ വലുപ്പവുമുള്ള സാധുവായ CSV തിരഞ്ഞെടുക്കുക.,Pending,,
template.invalidRows,Map separate code and name columns. Every row needs values and a unique code.,കോഡിനും പേരിനും വ്യത്യസ്ത കോളങ്ങൾ മാപ്പ് ചെയ്യുക. ഓരോ നിരയ്ക്കും മൂല്യങ്ങളും തനതായ കോഡും വേണം.,Pending,,
template.step,Step {step},ഘട്ടം {step},Pending,,
template.validate,Validate rows,നിരകൾ പരിശോധിക്കുക,Pending,,
template.rowCount,{count} rows ready for review,{count} നിരകൾ അവലോകനത്തിന് തയ്യാറാണ്,Pending,,
template.confirmImport,Confirm local import,ലോക്കൽ ഇറക്കുമതി സ്ഥിരീകരിക്കുക,Pending,,
template.localImported,Rows added to this preview. No API import was performed.,നിരകൾ ഈ പ്രിവ്യൂവിൽ ചേർത്തു. API ഇറക്കുമതി നടന്നിട്ടില്ല.,Pending,,
template.conversation,Conversation,സംഭാഷണം,Pending,,
template.message,Message,സന്ദേശം,Pending,,
template.addNote,Add local note,ലോക്കൽ കുറിപ്പ് ചേർക്കുക,Pending,,
template.chooseDocument,Choose document,പ്രമാണം തിരഞ്ഞെടുക്കുക,Pending,,
template.documentHelp,Only names and local notes are shown. Files are not uploaded and messages are not sent.,പേരുകളും ലോക്കൽ കുറിപ്പുകളും മാത്രം കാണിക്കും. ഫയലുകൾ അപ്‌ലോഡ് ചെയ്യുകയോ സന്ദേശങ്ങൾ അയയ്ക്കുകയോ ഇല്ല.,Pending,,
template.reviewLatest,Review latest record,ഏറ്റവും പുതിയ രേഖ പരിശോധിക്കുക,Pending,,
template.replaceLocalHelp,Replace your unsaved values with the latest saved record? Your local changes will be discarded.,സംരക്ഷിക്കാത്ത മൂല്യങ്ങൾ ഏറ്റവും പുതിയ രേഖകൊണ്ട് മാറ്റണോ? ലോക്കൽ മാറ്റങ്ങൾ ഉപേക്ഷിക്കും.,Pending,,
template.replaceLocal,Discard local changes and load,ലോക്കൽ മാറ്റങ്ങൾ ഉപേക്ഷിച്ച് ലോഡ് ചെയ്യുക,Pending,,
template.validation.required,Complete all required fields.,ആവശ്യമായ എല്ലാ ഫീൽഡുകളും പൂരിപ്പിക്കുക.,Pending,,
template.validation.email,Enter a valid email address.,സാധുവായ ഇമെയിൽ വിലാസം നൽകുക.,Pending,,
template.validation.number,Enter a valid nonnegative number.,സാധുവായ നെഗറ്റീവ് അല്ലാത്ത സംഖ്യ നൽകുക.,Pending,,
template.validation.date,Check the start and end dates.,"ആരംഭ, അവസാന തീയതികൾ പരിശോധിക്കുക.",Pending,,
template.validation.time,End time must be after start time.,അവസാന സമയം ആരംഭത്തിനു ശേഷമായിരിക്കണം.,Pending,,
template.validation.lines,Add valid lines with a description and nonnegative amounts.,വിവരണവും നെഗറ്റീവ് അല്ലാത്ത തുകയും ഉള്ള സാധുവായ ഇനങ്ങൾ ചേർക്കുക.,Pending,,
template.validation.balance,Debits and credits must balance and be greater than zero.,ഡെബിറ്റും ക്രെഡിറ്റും തുല്യവും പൂജ്യത്തേക്കാൾ കൂടുതലും ആയിരിക്കണം.,Pending,,
template.field.code,Code,കോഡ്,Pending,,
template.field.name,Name,പേര്,Pending,,
template.field.birthDate,Date of birth,ജനന തീയതി,Pending,,
template.field.effectiveDate,Date,തീയതി,Pending,,
template.field.status,Status,നില,Pending,,
template.field.email,Email,ഇമെയിൽ,Pending,,
template.field.phone,Phone,ഫോൺ,Pending,,
template.field.address,Address,വിലാസം,Pending,,
template.field.city,City,നഗരം,Pending,,
template.field.department,Department,വിഭാഗം,Pending,,
template.field.owner,Owner,ചുമതലക്കാരൻ,Pending,,
template.field.notes,Notes,കുറിപ്പുകൾ,Pending,,
template.field.enabled,Enabled,പ്രവർത്തനക്ഷമം,Pending,,
template.field.party,Customer / supplier,ഉപഭോക്താവ് / വിതരണക്കാരൻ,Pending,,
template.field.dueDate,Due date,അവസാന തീയതി,Pending,,
template.field.resource,Resource,റിസോഴ്‌സ്,Pending,,
template.field.startTime,Start time,ആരംഭ സമയം,Pending,,
template.field.endTime,End time,അവസാന സമയം,Pending,,
template.field.reason,Reason / request,കാരണം / അഭ്യർത്ഥന,Pending,,
template.field.observations,Observations,നിരീക്ഷണങ്ങൾ,Pending,,
template.field.assessment,Assessment,വിലയിരുത്തൽ,Pending,,
template.field.plan,Plan,പദ്ധതി,Pending,,
template.field.followUp,Follow-up date,തുടർപരിശോധനാ തീയതി,Pending,,
template.field.specimen,Specimen / sample,സാമ്പിൾ,Pending,,
template.field.findings,Findings,കണ്ടെത്തലുകൾ,Pending,,
template.field.conclusion,Conclusion,നിഗമനം,Pending,,
template.field.account,Account,അക്കൗണ്ട്,Pending,,
template.field.reference,Reference,റഫറൻസ്,Pending,,
template.field.frequency,Frequency,ആവൃത്തി,Pending,,
template.field.amount,Amount,തുക,Pending,,
template.field.description,Description,വിവരണം,Pending,,
template.field.quantity,Quantity,അളവ്,Pending,,
template.field.price,Unit price,യൂണിറ്റ് വില,Pending,,
template.field.debit,Debit,ഡെബിറ്റ്,Pending,,
template.field.credit,Credit,ക്രെഡിറ്റ്,Pending,,
template.field.result,Result,ഫലം,Pending,,
template.field.actions,Actions,പ്രവർത്തനങ്ങൾ,Pending,,
template.field.parent,Parent record,മാതൃ രേഖ,Pending,,
template.field.category,Category,വിഭാഗം,Pending,,
template.field.unit,Unit,യൂണിറ്റ്,Pending,,
template.field.barcode,Barcode,ബാർകോഡ്,Pending,,
template.field.subject,Source record,ഉറവിട രേഖ,Pending,,
template.field.relationship,Relationship,ബന്ധം,Pending,,
template.field.target,Related record,ബന്ധപ്പെട്ട രേഖ,Pending,,
template.field.vehicle,Vehicle,വാഹനം,Pending,,
template.field.driver,Driver,ഡ്രൈവർ,Pending,,
template.field.origin,Origin,പുറപ്പെടുന്ന സ്ഥലം,Pending,,
template.field.destination,Destination,ലക്ഷ്യസ്ഥാനം,Pending,,
template.field.priority,Priority,മുൻഗണന,Pending,,
template.field.endpoint,API endpoint,API എൻഡ്പോയിന്റ്,Pending,,
template.field.mapping,Field mapping,ഫീൽഡ് മാപ്പിംഗ്,Pending,,
template.field.payer,Payer,പണം നൽകുന്നയാൾ,Pending,,
template.section.identity,Identity and status,ഐഡന്റിറ്റിയും നിലയും,Pending,,
template.section.contact,Contact information,ബന്ധപ്പെടാനുള്ള വിവരങ്ങൾ,Pending,,
template.section.details,Additional details,കൂടുതൽ വിവരങ്ങൾ,Pending,,
template.section.header,Transaction details,ഇടപാട് വിവരങ്ങൾ,Pending,,
template.section.booking,Booking details,ബുക്കിംഗ് വിവരങ്ങൾ,Pending,,
template.section.assessment,Assessment and plan,വിലയിരുത്തലും പദ്ധതിയും,Pending,,
template.section.result,Result details,ഫലത്തിന്റെ വിവരങ്ങൾ,Pending,,
template.section.accounts,Account information,അക്കൗണ്ട് വിവരങ്ങൾ,Pending,,
template.section.configuration,Configuration,ക്രമീകരണം,Pending,,
template.status.active,Active,സജീവം,Pending,,
template.status.pending,Pending,തീർപ്പാക്കാത്തത്,Pending,,
template.status.completed,Completed,പൂർത്തിയായി,Pending,,
template.status.requested,Requested,അഭ്യർത്ഥിച്ചു,Pending,,
template.status.inProgress,In progress,പുരോഗമിക്കുന്നു,Pending,,
template.status.review,Under review,അവലോകനത്തിലാണ്,Pending,,
template.status.daily,Daily,ദിവസേന,Pending,,
template.status.weekly,Weekly,ആഴ്ചതോറും,Pending,,
template.status.monthly,Monthly,മാസംതോറും,Pending,,
template.layout.preferences,Use my preferences,എന്റെ മുൻഗണനകൾ ഉപയോഗിക്കുക,Pending,,
template.layout.rail,Section navigation,വിഭാഗ നാവിഗേഷൻ,Pending,,
template.layout.tabs,Tabbed layout,ടാബ് ലേഔട്ട്,Pending,,
template.layout.wizard,Guided steps,നിർദ്ദേശിത ഘട്ടങ്ങൾ,Pending,,
template.scenario.ready,Working preview,പ്രവർത്തിക്കുന്ന പ്രിവ്യൂ,Pending,,
template.scenario.loading,Loading,ലോഡ് ചെയ്യുന്നു,Pending,,
template.scenario.empty,Empty,ശൂന്യം,Pending,,
template.scenario.denied,Access denied,പ്രവേശനം നിരസിച്ചു,Pending,,
template.scenario.readOnly,Read only,വായിക്കാൻ മാത്രം,Pending,,
template.scenario.failure,Recoverable save failure,വീണ്ടെടുക്കാവുന്ന സേവ് പരാജയം,Pending,,
template.group.masters,Masters and profiles,മാസ്റ്ററുകളും പ്രൊഫൈലുകളും,Pending,,
template.group.worklists,Lists and workspaces,പട്ടികകളും വർക്ക്‌സ്‌പേസുകളും,Pending,,
template.group.orders,Orders and requests,ഓർഡറുകളും അഭ്യർത്ഥനകളും,Pending,,
template.group.bookings,Bookings and allocation,ബുക്കിംഗും അനുവദിക്കലും,Pending,,
template.group.cases,Encounters and procedures,എൻകൗണ്ടറുകളും നടപടികളും,Pending,,
template.group.results,Results and assessments,ഫലങ്ങളും വിലയിരുത്തലുകളും,Pending,,
template.group.logistics,Inventory and logistics,ഇൻവെന്ററിയും ലോജിസ്റ്റിക്സും,Pending,,
template.group.finance,Accounting and billing,അക്കൗണ്ടിംഗും ബില്ലിംഗും,Pending,,
template.group.reports,Reports and dashboards,റിപ്പോർട്ടുകളും ഡാഷ്ബോർഡുകളും,Pending,,
template.group.entity,Entity overview and collaboration,എന്റിറ്റി അവലോകനവും സഹകരണവും,Pending,,
template.group.administration,Administration and processing,ഭരണവും പ്രോസസ്സിംഗും,Pending,,
template.help.masters,"Configure identity, sections, required fields and related information for your master records.","മാസ്റ്റർ രേഖകൾക്കായി ഐഡന്റിറ്റി, വിഭാഗങ്ങൾ, ആവശ്യമായ ഫീൽഡുകൾ, ബന്ധപ്പെട്ട വിവരങ്ങൾ എന്നിവ ക്രമീകരിക്കുക.",Pending,,
template.help.worklists,"Find records, filter queues, review details and perform permitted individual or batch actions.","രേഖകൾ കണ്ടെത്തുക, ക്യൂകൾ ഫിൽട്ടർ ചെയ്യുക, വിവരങ്ങൾ പരിശോധിക്കുക, അനുവദിച്ച വ്യക്തിഗത അല്ലെങ്കിൽ കൂട്ട പ്രവർത്തനങ്ങൾ നടത്തുക.",Pending,,
template.help.orders,"Combine transaction details with editable lines, quantities, prices and order progress.","ഇടപാട് വിവരങ്ങൾ തിരുത്താവുന്ന ഇനങ്ങൾ, അളവ്, വില, ഓർഡർ പുരോഗതി എന്നിവയുമായി ചേർക്കുക.",Pending,,
template.help.bookings,"Select dates, resources and time slots. Connect availability and conflict checks to your booking service.","തീയതി, റിസോഴ്‌സ്, സമയം എന്നിവ തിരഞ്ഞെടുക്കുക. ലഭ്യതയും സംഘർഷ പരിശോധനയും ബുക്കിംഗ് സേവനവുമായി ബന്ധിപ്പിക്കുക.",Pending,,
template.help.cases,"Keep identity, assessment, notes, checklists and history together throughout a case or encounter.","കേസിലോ എൻകൗണ്ടറിലോ ഐഡന്റിറ്റി, വിലയിരുത്തൽ, കുറിപ്പുകൾ, പരിശോധനാ പട്ടിക, ചരിത്രം എന്നിവ ഒരുമിച്ച് സൂക്ഷിക്കുക.",Pending,,
template.help.results,"Capture structured values or narrative findings, then connect domain validation and verification.","ഘടിത മൂല്യങ്ങളോ വിവരണാത്മക കണ്ടെത്തലുകളോ രേഖപ്പെടുത്തുക, തുടർന്ന് ഡൊമെയ്ൻ പരിശോധനയും സ്ഥിരീകരണവും ബന്ധിപ്പിക്കുക.",Pending,,
template.help.logistics,"Prepare movement details, items and operational status for inventory or transportation.",ഇൻവെന്ററി അല്ലെങ്കിൽ ഗതാഗതത്തിനായി നീക്കങ്ങളുടെ വിവരങ്ങളും ഇനങ്ങളും പ്രവർത്തന നിലയും തയ്യാറാക്കുക.,Pending,,
template.help.finance,"Use consistent financial entry, totals, matching and statement layouts. Posting rules belong to the accounting service.","സ്ഥിരതയുള്ള സാമ്പത്തിക എൻട്രി, ആകെ തുക, പൊരുത്തപ്പെടുത്തൽ, സ്റ്റേറ്റ്മെന്റ് ലേഔട്ടുകൾ ഉപയോഗിക്കുക. പോസ്റ്റിംഗ് നിയമങ്ങൾ അക്കൗണ്ടിംഗ് സേവനത്തിന്റേതാണ്.",Pending,,
template.help.reports,"Filter data, review totals and compare results using shared reporting and dashboard components.","പങ്കിട്ട റിപ്പോർട്ടിംഗ്, ഡാഷ്ബോർഡ് ഘടകങ്ങൾ ഉപയോഗിച്ച് ഡാറ്റ ഫിൽട്ടർ ചെയ്യുക, ആകെ തുക പരിശോധിക്കുക, ഫലങ്ങൾ താരതമ്യം ചെയ്യുക.",Pending,,
template.help.entity,"Bring profile, related records, history, documents and local collaboration into one workspace.","പ്രൊഫൈൽ, ബന്ധപ്പെട്ട രേഖകൾ, ചരിത്രം, പ്രമാണങ്ങൾ, ലോക്കൽ സഹകരണം എന്നിവ ഒരു വർക്ക്‌സ്‌പേസിൽ കൊണ്ടുവരുക.",Pending,,
template.help.administration,"Configure policies, permissions, processes and integration settings with review before saving.","സംരക്ഷിക്കുന്നതിന് മുമ്പുള്ള അവലോകനത്തോടെ നയങ്ങൾ, അനുമതികൾ, പ്രക്രിയകൾ, സംയോജന ക്രമീകരണങ്ങൾ എന്നിവ ക്രമീകരിക്കുക.",Pending,,
template.name.simple-master,Simple Master,ലളിതമായ മാസ്റ്റർ,Pending,,
template.name.detailed-master,Detailed Master,വിശദമായ മാസ്റ്റർ,Pending,,
template.name.person-registration,Person Registration,വ്യക്തി രജിസ്ട്രേഷൻ,Pending,,
template.name.person-profile,Person Profile,വ്യക്തി പ്രൊഫൈൽ,Pending,,
template.name.organization-profile,Organization Profile,സ്ഥാപന പ്രൊഫൈൽ,Pending,,
template.name.item-service-master,Item / Service Master,ഇനം / സേവന മാസ്റ്റർ,Pending,,
template.name.hierarchical-master,Hierarchical Master,ശ്രേണീബദ്ധ മാസ്റ്റർ,Pending,,
template.name.relationship-master,Relationship Master,ബന്ധങ്ങളുടെ മാസ്റ്റർ,Pending,,
template.name.configuration-master,Configuration Master,ക്രമീകരണ മാസ്റ്റർ,Pending,,
template.name.patient-master,Patient Master,രോഗികളുടെ പട്ടിക,Pending,,
template.name.employee-master,Employee Master,ജീവനക്കാരുടെ പട്ടിക,Pending,,
template.name.customer-master,Customer Master,ഉപഭോക്തൃ മാസ്റ്റർ,Pending,,
template.name.supplier-master,Supplier Master,വിതരണക്കാരുടെ മാസ്റ്റർ,Pending,,
template.name.student-master,Student Master,വിദ്യാർത്ഥി മാസ്റ്റർ,Pending,,
template.name.master-list,Master List,മാസ്റ്റർ പട്ടിക,Pending,,
template.name.transaction-register,Transaction Register,ഇടപാട് രജിസ്റ്റർ,Pending,,
template.name.operational-worklist,Operational Worklist,പ്രവർത്തന വർക്ക്‌ലിസ്റ്റ്,Pending,,
template.name.assignment-queue,Assignment Queue,അസൈൻമെന്റ് ക്യൂ,Pending,,
template.name.approval-inbox,Approval Inbox,അംഗീകാര ഇൻബോക്സ്,Pending,,
template.name.exception-queue,Exception Queue,അപവാദ ക്യൂ,Pending,,
template.name.board-workspace,Board Workspace,ബോർഡ് വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.split-list-detail,Split List and Detail,വിഭജിച്ച പട്ടികയും വിവരങ്ങളും,Pending,,
template.name.batch-processing,Batch Processing Workspace,ബാച്ച് പ്രോസസ്സിംഗ് വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.header-lines-order,Header and Line Items,ഹെഡറും ഇനങ്ങളും,Pending,,
template.name.service-test-order,Service / Test Order,സേവന / പരിശോധനാ ഓർഡർ,Pending,,
template.name.quotation-estimate,Quotation / Estimate,വിലക്കുറിപ്പ് / എസ്റ്റിമേറ്റ്,Pending,,
template.name.order-fulfillment,Order Fulfillment,ഓർഡർ പൂർത്തീകരണം,Pending,,
template.name.return-cancellation,Return / Cancellation,മടക്കൽ / റദ്ദാക്കൽ,Pending,,
template.name.order-comparison,Order Comparison,ഓർഡർ താരതമ്യം,Pending,,
template.name.recurring-order,Recurring Order Setup,ആവർത്തിച്ചുള്ള ഓർഡർ ക്രമീകരണം,Pending,,
template.name.purchase-order,Purchase Order,വാങ്ങൽ ഓർഡർ,Pending,,
template.name.sales-order,Sales Order,വിൽപ്പന ഓർഡർ,Pending,,
template.name.lab-order,Laboratory Order,ലബോറട്ടറി ഓർഡർ,Pending,,
template.name.appointment,Appointment Booking,അപ്പോയിന്റ്മെന്റ് ബുക്കിംഗ്,Pending,,
template.name.calendar-workspace,Calendar Workspace,കലണ്ടർ വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.resource-timeline,Resource Timeline,റിസോഴ്‌സ് ടൈംലൈൻ,Pending,,
template.name.occupancy-board,Capacity / Occupancy Board,ശേഷി / ഉപയോഗനില ബോർഡ്,Pending,,
template.name.allocation-workspace,Allocation Workspace,അനുവദിക്കൽ വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.roster-timetable,Roster / Timetable,റോസ്റ്റർ / സമയപ്പട്ടിക,Pending,,
template.name.waitlist-check-in,Waitlist and Check-in,കാത്തിരിപ്പ് പട്ടികയും ചെക്ക്-ഇനും,Pending,,
template.name.patient-encounter,Patient Encounter,രോഗി എൻകൗണ്ടർ,Pending,,
template.name.service-case,Service / Support Case,സേവന / പിന്തുണാ കേസ്,Pending,,
template.name.long-running-episode,Admission / Long-running Episode,അഡ്മിഷൻ / ദീർഘകാല പരിചരണ ഘട്ടം,Pending,,
template.name.procedure-planning,Procedure Planning,നടപടി ആസൂത്രണം,Pending,,
template.name.surgery-workspace,Surgery Workspace,ശസ്ത്രക്രിയാ വർക്ക്‌സ്‌പേസ്,Pending,,
template.name.procedure-execution,Procedure Execution,നടപടി നിർവഹണം,Pending,,
