key,English,translation,review_status,reviewer,comments
catalog.billingHint,"Quantity × unit price. Tax, rounding and payment rules belong to your billing service.","അളവ് × യൂണിറ്റ് വില. നികുതി, റൗണ്ടിംഗ്, പേയ്‌മെന്റ് നിയമങ്ങൾ ബില്ലിംഗ് സേവനത്തിൽ നടപ്പാക്കണം.",Pending,,
catalog.localizationHint,Labels follow the selected language; record values remain unchanged.,ലേബലുകൾ തിരഞ്ഞെടുത്ത ഭാഷയിലാകും; രേഖകളിലെ മൂല്യങ്ങൾ മാറില്ല.,Pending,,
catalog.striped,Striped rows,വരയിട്ട നിരകൾ,Pending,,
catalog.bordered,Cell borders,സെൽ അതിരുകൾ,Pending,,
catalog.group.forms,Form Controls,ഫോം കൺട്രോളുകൾ,Pending,,
catalog.group.dates,Dates & Calendars,തീയതികളും കലണ്ടറുകളും,Pending,,
catalog.group.cards,Cards & Data Display,കാർഡുകളും ഡാറ്റാ പ്രദർശനവും,Pending,,
catalog.group.tables,Tables,പട്ടികകൾ,Pending,,
catalog.group.navigation,Buttons & Navigation,ബട്ടണുകളും നാവിഗേഷനും,Pending,,
catalog.group.feedback,Feedback & Overlays,പ്രതികരണങ്ങളും ഓവർലേകളും,Pending,,
catalog.group.inline,Inline Editing,ഇൻലൈൻ എഡിറ്റിംഗ്,Pending,,
catalog.group.formPatterns,Form Patterns,ഫോം മാതൃകകൾ,Pending,,
catalog.group.dataPatterns,Data Worklists,ഡാറ്റാ വർക്ക്‌ലിസ്റ്റുകൾ,Pending,,
catalog.group.billing,Billing Workspace,ബില്ലിംഗ് വർക്ക്‌സ്‌പേസ്,Pending,,
catalog.group.localization,Localization,പ്രാദേശികവൽക്കരണം,Pending,,
catalog.help.forms,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value, onChange എന്നിവ ഫോം സ്റ്റേറ്റുമായി ബന്ധിപ്പിക്കുക. required, hint, error, disabled എന്നിവ പരിശോധനയും ലഭ്യതയും നിയന്ത്രിക്കുന്നു.",Pending,,
catalog.help.dates,Keep ISO date and local time values in state. Apply min/max bounds; choose a timezone in your domain service.,ISO തീയതിയും ലോക്കൽ സമയവും സ്റ്റേറ്റിൽ സൂക്ഷിക്കുക. min/max പരിധികൾ നൽകുക; സേവനത്തിൽ സമയമേഖല തീരുമാനിക്കുക.,Pending,,
catalog.help.cards,"Compose cards, grids, statistics and typed values. Format amounts for the selected locale.","കാർഡുകൾ, ഗ്രിഡുകൾ, സ്ഥിതിവിവരക്കണക്കുകൾ, മൂല്യങ്ങൾ എന്നിവ ചേർക്കുക. തിരഞ്ഞെടുത്ത ലോക്കേലിൽ തുകകൾ ഫോർമാറ്റ് ചെയ്യുക.",Pending,,
catalog.help.tables,"Use semantic table elements for static, striped, bordered and compact tables. DataTable adds selection, sorting and editing.","സ്ഥിരം, വരയിട്ട, അതിരുള്ള, ഒതുക്കമുള്ള പട്ടികകൾക്കായി പട്ടിക ഘടകങ്ങൾ ഉപയോഗിക്കുക. DataTable തിരഞ്ഞെടുപ്പ്, ക്രമീകരണം, എഡിറ്റിംഗ് എന്നിവ നൽകുന്നു.",Pending,,
catalog.help.navigation,"Supply callbacks for actions, selected values, tabs and page changes. Icon buttons need accessible labels.",പ്രവർത്തനങ്ങൾക്കും മൂല്യങ്ങൾക്കും ടാബുകൾക്കും പേജ് മാറ്റങ്ങൾക്കും കോൾബാക്കുകൾ നൽകുക. ഐക്കൺ ബട്ടണുകൾക്ക് വ്യക്തമായ ലേബലുകൾ വേണം.,Pending,,
catalog.help.feedback,Control overlays with open/onClose. Map failures to useful recovery actions and preserve input during retries.,open/onClose ഉപയോഗിച്ച് ഓവർലേ നിയന്ത്രിക്കുക. പരാജയങ്ങൾക്ക് വീണ്ടെടുക്കൽ പ്രവർത്തനങ്ങൾ നൽകുകയും വീണ്ടും ശ്രമിക്കുമ്പോൾ ഇൻപുട്ട് നിലനിർത്തുകയും ചെയ്യുക.,Pending,,
catalog.help.inline,onCommit may be asynchronous and reject with an error. Validate before saving; limit permitted status transitions.,"onCommit അസിങ്ക്രണസ് ആകാം, പിശക് നൽകാനും കഴിയും. സംരക്ഷിക്കുന്നതിന് മുമ്പ് പരിശോധിക്കുക; അനുവദിച്ച സ്റ്റാറ്റസ് മാറ്റങ്ങൾ പരിമിതപ്പെടുത്തുക.",Pending,,
catalog.help.formPatterns,Compose shared controls into a validated form. Replace the local submit callback with your authorized record adapter.,പങ്കിട്ട കൺട്രോളുകൾ ചേർത്ത് പരിശോധിച്ച ഫോം ഉണ്ടാക്കുക. ലോക്കൽ സബ്മിറ്റ് കോൾബാക്കിന് പകരം അംഗീകൃത റെക്കോർഡ് അഡാപ്റ്റർ ഉപയോഗിക്കുക.,Pending,,
catalog.help.dataPatterns,"DataTable receives rows, column definitions, selection, sorting and callbacks. The caller owns permissions and persistence.","DataTable-ന് നിരകൾ, കോളങ്ങൾ, തിരഞ്ഞെടുപ്പ്, ക്രമീകരണം, കോൾബാക്കുകൾ നൽകുക. അനുമതികളും സ്ഥിരസംഭരണവും വിളിക്കുന്ന ആപ്ലിക്കേഷന്റെ ചുമതലയാണ്.",Pending,,
catalog.help.billing,Build line-entry and totals using shared number inputs and data display components. This demo is not a complete invoice service.,പങ്കിട്ട സംഖ്യാ ഇൻപുട്ടുകളും ഡാറ്റാ പ്രദർശന ഘടകങ്ങളും ഉപയോഗിച്ച് ഇനങ്ങളും ആകെ തുകയും ഉണ്ടാക്കുക. ഇത് സമ്പൂർണ്ണ ഇൻവോയ്സ് സേവനമല്ല.,Pending,,
catalog.help.localization,"The shell supplies LocalizationProvider. Reuse its translator for labels, direction and display formatting. Never translate identifiers or API values.",ഷെൽ LocalizationProvider നൽകുന്നു. ലേബലുകൾക്കും ദിശയ്ക്കും പ്രദർശനത്തിനും അതിന്റെ വിവർത്തകൻ ഉപയോഗിക്കുക. ഐഡന്റിഫയറുകളോ API മൂല്യങ്ങളോ വിവർത്തനം ചെയ്യരുത്.,Pending,,
catalog.example.TextDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value, onChange എന്നിവ ഫോം സ്റ്റേറ്റുമായി ബന്ധിപ്പിക്കുക. required, hint, error, disabled എന്നിവ പരിശോധനയും ലഭ്യതയും നിയന്ത്രിക്കുന്നു.",Pending,,
catalog.example.ValidationDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value, onChange എന്നിവ ഫോം സ്റ്റേറ്റുമായി ബന്ധിപ്പിക്കുക. required, hint, error, disabled എന്നിവ പരിശോധനയും ലഭ്യതയും നിയന്ത്രിക്കുന്നു.",Pending,,
catalog.example.SelectDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value, onChange എന്നിവ ഫോം സ്റ്റേറ്റുമായി ബന്ധിപ്പിക്കുക. required, hint, error, disabled എന്നിവ പരിശോധനയും ലഭ്യതയും നിയന്ത്രിക്കുന്നു.",Pending,,
catalog.example.ChoiceDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value, onChange എന്നിവ ഫോം സ്റ്റേറ്റുമായി ബന്ധിപ്പിക്കുക. required, hint, error, disabled എന്നിവ പരിശോധനയും ലഭ്യതയും നിയന്ത്രിക്കുന്നു.",Pending,,
catalog.example.FileDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value, onChange എന്നിവ ഫോം സ്റ്റേറ്റുമായി ബന്ധിപ്പിക്കുക. required, hint, error, disabled എന്നിവ പരിശോധനയും ലഭ്യതയും നിയന്ത്രിക്കുന്നു.",Pending,,
catalog.example.ReferenceDemo,"Bind value and onChange to your form state. Required, hint, error and disabled control validation and availability.","value, onChange എന്നിവ ഫോം സ്റ്റേറ്റുമായി ബന്ധിപ്പിക്കുക. required, hint, error, disabled എന്നിവ പരിശോധനയും ലഭ്യതയും നിയന്ത്രിക്കുന്നു.",Pending,,
catalog.example.DateDemo,Keep ISO date and local time values in state. Apply min/max bounds; choose a timezone in your domain service.,ISO തീയതിയും ലോക്കൽ സമയവും സ്റ്റേറ്റിൽ സൂക്ഷിക്കുക. min/max പരിധികൾ നൽകുക; സേവനത്തിൽ സമയമേഖല തീരുമാനിക്കുക.,Pending,,
catalog.example.CalendarDemo,Keep ISO date and local time values in state. Apply min/max bounds; choose a timezone in your domain service.,ISO തീയതിയും ലോക്കൽ സമയവും സ്റ്റേറ്റിൽ സൂക്ഷിക്കുക. min/max പരിധികൾ നൽകുക; സേവനത്തിൽ സമയമേഖല തീരുമാനിക്കുക.,Pending,,
catalog.example.CardsDemo,"Compose cards, grids, statistics and typed values. Format amounts for the selected locale.","കാർഡുകൾ, ഗ്രിഡുകൾ, സ്ഥിതിവിവരക്കണക്കുകൾ, മൂല്യങ്ങൾ എന്നിവ ചേർക്കുക. തിരഞ്ഞെടുത്ത ലോക്കേലിൽ തുകകൾ ഫോർമാറ്റ് ചെയ്യുക.",Pending,,
catalog.example.StatsDemo,"Compose cards, grids, statistics and typed values. Format amounts for the selected locale.","കാർഡുകൾ, ഗ്രിഡുകൾ, സ്ഥിതിവിവരക്കണക്കുകൾ, മൂല്യങ്ങൾ എന്നിവ ചേർക്കുക. തിരഞ്ഞെടുത്ത ലോക്കേലിൽ തുകകൾ ഫോർമാറ്റ് ചെയ്യുക.",Pending,,
catalog.example.StatusDemo,"Compose cards, grids, statistics and typed values. Format amounts for the selected locale.","കാർഡുകൾ, ഗ്രിഡുകൾ, സ്ഥിതിവിവരക്കണക്കുകൾ, മൂല്യങ്ങൾ എന്നിവ ചേർക്കുക. തിരഞ്ഞെടുത്ത ലോക്കേലിൽ തുകകൾ ഫോർമാറ്റ് ചെയ്യുക.",Pending,,
catalog.example.ValuesDemo,"Compose cards, grids, statistics and typed values. Format amounts for the selected locale.","കാർഡുകൾ, ഗ്രിഡുകൾ, സ്ഥിതിവിവരക്കണക്കുകൾ, മൂല്യങ്ങൾ എന്നിവ ചേർക്കുക. തിരഞ്ഞെടുത്ത ലോക്കേലിൽ തുകകൾ ഫോർമാറ്റ് ചെയ്യുക.",Pending,,
catalog.example.TableDemo,"Use semantic table elements for static, striped, bordered and compact tables. DataTable adds selection, sorting and editing.","സ്ഥിരം, വരയിട്ട, അതിരുള്ള, ഒതുക്കമുള്ള പട്ടികകൾക്കായി പട്ടിക ഘടകങ്ങൾ ഉപയോഗിക്കുക. DataTable തിരഞ്ഞെടുപ്പ്, ക്രമീകരണം, എഡിറ്റിംഗ് എന്നിവ നൽകുന്നു.",Pending,,
catalog.example.ButtonsDemo,"Supply callbacks for actions, selected values, tabs and page changes. Icon buttons need accessible labels.",പ്രവർത്തനങ്ങൾക്കും മൂല്യങ്ങൾക്കും ടാബുകൾക്കും പേജ് മാറ്റങ്ങൾക്കും കോൾബാക്കുകൾ നൽകുക. ഐക്കൺ ബട്ടണുകൾക്ക് വ്യക്തമായ ലേബലുകൾ വേണം.,Pending,,
catalog.example.TabsDemo,"Supply callbacks for actions, selected values, tabs and page changes. Icon buttons need accessible labels.",പ്രവർത്തനങ്ങൾക്കും മൂല്യങ്ങൾക്കും ടാബുകൾക്കും പേജ് മാറ്റങ്ങൾക്കും കോൾബാക്കുകൾ നൽകുക. ഐക്കൺ ബട്ടണുകൾക്ക് വ്യക്തമായ ലേബലുകൾ വേണം.,Pending,,
catalog.example.MenusDemo,"Supply callbacks for actions, selected values, tabs and page changes. Icon buttons need accessible labels.",പ്രവർത്തനങ്ങൾക്കും മൂല്യങ്ങൾക്കും ടാബുകൾക്കും പേജ് മാറ്റങ്ങൾക്കും കോൾബാക്കുകൾ നൽകുക. ഐക്കൺ ബട്ടണുകൾക്ക് വ്യക്തമായ ലേബലുകൾ വേണം.,Pending,,
catalog.example.PaginationDemo,"Supply callbacks for actions, selected values, tabs and page changes. Icon buttons need accessible labels.",പ്രവർത്തനങ്ങൾക്കും മൂല്യങ്ങൾക്കും ടാബുകൾക്കും പേജ് മാറ്റങ്ങൾക്കും കോൾബാക്കുകൾ നൽകുക. ഐക്കൺ ബട്ടണുകൾക്ക് വ്യക്തമായ ലേബലുകൾ വേണം.,Pending,,
catalog.example.OverlaysDemo,Control overlays with open/onClose. Map failures to useful recovery actions and preserve input during retries.,open/onClose ഉപയോഗിച്ച് ഓവർലേ നിയന്ത്രിക്കുക. പരാജയങ്ങൾക്ക് വീണ്ടെടുക്കൽ പ്രവർത്തനങ്ങൾ നൽകുകയും വീണ്ടും ശ്രമിക്കുമ്പോൾ ഇൻപുട്ട് നിലനിർത്തുകയും ചെയ്യുക.,Pending,,
catalog.example.StatesDemo,Control overlays with open/onClose. Map failures to useful recovery actions and preserve input during retries.,open/onClose ഉപയോഗിച്ച് ഓവർലേ നിയന്ത്രിക്കുക. പരാജയങ്ങൾക്ക് വീണ്ടെടുക്കൽ പ്രവർത്തനങ്ങൾ നൽകുകയും വീണ്ടും ശ്രമിക്കുമ്പോൾ ഇൻപുട്ട് നിലനിർത്തുകയും ചെയ്യുക.,Pending,,
catalog.example.SkeletonsDemo,Control overlays with open/onClose. Map failures to useful recovery actions and preserve input during retries.,open/onClose ഉപയോഗിച്ച് ഓവർലേ നിയന്ത്രിക്കുക. പരാജയങ്ങൾക്ക് വീണ്ടെടുക്കൽ പ്രവർത്തനങ്ങൾ നൽകുകയും വീണ്ടും ശ്രമിക്കുമ്പോൾ ഇൻപുട്ട് നിലനിർത്തുകയും ചെയ്യുക.,Pending,,
catalog.example.RecoveryDemo,Control overlays with open/onClose. Map failures to useful recovery actions and preserve input during retries.,open/onClose ഉപയോഗിച്ച് ഓവർലേ നിയന്ത്രിക്കുക. പരാജയങ്ങൾക്ക് വീണ്ടെടുക്കൽ പ്രവർത്തനങ്ങൾ നൽകുകയും വീണ്ടും ശ്രമിക്കുമ്പോൾ ഇൻപുട്ട് നിലനിർത്തുകയും ചെയ്യുക.,Pending,,
catalog.example.InlineDemo,onCommit may be asynchronous and reject with an error. Validate before saving; limit permitted status transitions.,"onCommit അസിങ്ക്രണസ് ആകാം, പിശക് നൽകാനും കഴിയും. സംരക്ഷിക്കുന്നതിന് മുമ്പ് പരിശോധിക്കുക; അനുവദിച്ച സ്റ്റാറ്റസ് മാറ്റങ്ങൾ പരിമിതപ്പെടുത്തുക.",Pending,,
catalog.example.FormDemo,Compose shared controls into a validated form. Replace the local submit callback with your authorized record adapter.,പങ്കിട്ട കൺട്രോളുകൾ ചേർത്ത് പരിശോധിച്ച ഫോം ഉണ്ടാക്കുക. ലോക്കൽ സബ്മിറ്റ് കോൾബാക്കിന് പകരം അംഗീകൃത റെക്കോർഡ് അഡാപ്റ്റർ ഉപയോഗിക്കുക.,Pending,,
catalog.example.WorklistDemo,"DataTable receives rows, column definitions, selection, sorting and callbacks. The caller owns permissions and persistence.","DataTable-ന് നിരകൾ, കോളങ്ങൾ, തിരഞ്ഞെടുപ്പ്, ക്രമീകരണം, കോൾബാക്കുകൾ നൽകുക. അനുമതികളും സ്ഥിരസംഭരണവും വിളിക്കുന്ന ആപ്ലിക്കേഷന്റെ ചുമതലയാണ്.",Pending,,
catalog.example.BillingDemo,Build line-entry and totals using shared number inputs and data display components. This demo is not a complete invoice service.,പങ്കിട്ട സംഖ്യാ ഇൻപുട്ടുകളും ഡാറ്റാ പ്രദർശന ഘടകങ്ങളും ഉപയോഗിച്ച് ഇനങ്ങളും ആകെ തുകയും ഉണ്ടാക്കുക. ഇത് സമ്പൂർണ്ണ ഇൻവോയ്സ് സേവനമല്ല.,Pending,,
catalog.example.LocalizationDemo,"The shell supplies LocalizationProvider. Reuse its translator for labels, direction and display formatting. Never translate identifiers or API values.",ഷെൽ LocalizationProvider നൽകുന്നു. ലേബലുകൾക്കും ദിശയ്ക്കും പ്രദർശനത്തിനും അതിന്റെ വിവർത്തകൻ ഉപയോഗിക്കുക. ഐഡന്റിഫയറുകളോ API മൂല്യങ്ങളോ വിവർത്തനം ചെയ്യരുത്.,Pending,,
