key,English,translation,review_status,reviewer,comments
draft.policyHelp,"These rules apply to everyone in this tenant and application. Drafts are stored on the service, not in browser storage. Disabling storage deletes existing drafts. Shorter retention and new exclusions also apply to existing drafts.","ഈ നിയമങ്ങൾ ഈ ടെനന്റിലെയും ആപ്ലിക്കേഷനിലെയും എല്ലാവർക്കും ബാധകമാണ്. ഡ്രാഫ്റ്റുകൾ ബ്രൗസറിലല്ല, സേവനത്തിലാണ് സൂക്ഷിക്കുന്നത്. സംഭരണം പ്രവർത്തനരഹിതമാക്കുന്നത് നിലവിലെ ഡ്രാഫ്റ്റുകൾ ഇല്ലാതാക്കും. കുറഞ്ഞ സൂക്ഷിക്കൽ കാലയളവും പുതിയ ഒഴിവാക്കലുകളും നിലവിലെ ഡ്രാഫ്റ്റുകൾക്കും ബാധകമാണ്.",Pending,,
draft.enabled,Store recovery drafts,വീണ്ടെടുക്കൽ ഡ്രാഫ്റ്റുകൾ സൂക്ഷിക്കുക,Pending,,
draft.retention,Retention in days (1–30),"സൂക്ഷിക്കൽ കാലയളവ്, ദിവസങ്ങളിൽ (1–30)",Pending,,
draft.exclusions,Excluded field names or paths,ഒഴിവാക്കേണ്ട ഫീൽഡ് പേരുകളോ പാതകളോ,Pending,,
draft.exclusionHelp,"One field per line, for example email, comment or lines.notes. Names match at every depth; dotted paths target nested fields. Exclude comment to disable approval-comment storage.","ഓരോ വരിയിലും ഒരു ഫീൽഡ്, ഉദാഹരണത്തിന് email, comment അല്ലെങ്കിൽ lines.notes. പേരുകൾ എല്ലാ തലങ്ങളിലും ബാധകമാണ്; ഡോട്ട് ചേർത്ത പാതകൾ പ്രത്യേക നെസ്റ്റഡ് ഫീൽഡുകൾക്കാണ്. അംഗീകാര കുറിപ്പുകൾ സൂക്ഷിക്കാതിരിക്കാൻ comment ഒഴിവാക്കുക.",Pending,,
draft.protected,Always excluded: {fields}.,എപ്പോഴും ഒഴിവാക്കുന്നത്: {fields}.,Pending,,
draft.invalidPolicy,Use 1–30 whole days and valid field names or dotted paths (up to 100).,1–30 പൂർണ്ണ ദിവസങ്ങളും സാധുവായ ഫീൽഡ് പേരുകളോ ഡോട്ട് പാതകളോ നൽകുക (പരമാവധി 100).,Pending,,
draft.policySaved,Draft policy saved.,ഡ്രാഫ്റ്റ് നയം സംരക്ഷിച്ചു.,Pending,,
draft.savePolicy,Save draft policy,ഡ്രാഫ്റ്റ് നയം സംരക്ഷിക്കുക,Pending,,
draft.reselectFile,Choose the CSV file again. Restore becomes available when its column headers match the saved mapping. CSV contents are not stored in this draft.,CSV ഫയൽ വീണ്ടും തിരഞ്ഞെടുക്കുക. കോളം തലക്കെട്ടുകൾ സംരക്ഷിച്ച മാപ്പിംഗുമായി പൊരുത്തപ്പെടുമ്പോൾ പുനഃസ്ഥാപിക്കാം. CSV ഉള്ളടക്കം ഈ ഡ്രാഫ്റ്റിൽ സൂക്ഷിക്കുന്നില്ല.,Pending,,
draft.policyConflict,Draft policy changed. Reload before saving.,ഡ്രാഫ്റ്റ് നയം മാറി. സംരക്ഷിക്കുന്നതിന് മുമ്പ് വീണ്ടും ലോഡ് ചെയ്യുക.,Pending,,
draft.invalidRequest,Invalid draft request.,ഡ്രാഫ്റ്റ് അഭ്യർത്ഥന അസാധുവാണ്.,Pending,,
draft.pageDenied,Draft page is not available.,ഡ്രാഫ്റ്റ് പേജ് ലഭ്യമല്ല.,Pending,,
