key,English,translation,review_status,reviewer,comments
template.preferenceHelp,"The application supplies theme, font, density, language, formatting and layout preferences. Preview controls do not change saved preferences.","अनुप्रयोग थीम, फ़ॉन्ट, घनत्व, भाषा, स्वरूप और लेआउट प्राथमिकताएँ देता है। पूर्वावलोकन नियंत्रण सहेजी प्राथमिकताएँ नहीं बदलते।",Pending,,
template.adapterHelp,"Connect load and save through a typed adapter. The server must enforce authorization, validation, versions and retry receipts.","लोड और सेव को टाइपयुक्त अडैप्टर से जोड़ें। सर्वर अनुमतियाँ, सत्यापन, संस्करण और पुनः प्रयास रसीदें लागू करे।",Pending,,
template.scopeHelp,"Keep tenant, application, user and record identities separate. Changing scope starts a new editor.","टेनेंट, अनुप्रयोग, उपयोगकर्ता और रिकॉर्ड पहचान अलग रखें। दायरा बदलने पर नया संपादक शुरू होता है।",Pending,,
template.domainHelp,"These are frontend templates. Clinical decisions, stock availability, tax, posting, real messages and scheduled execution require domain services.","ये फ्रंटएंड टेम्पलेट हैं। नैदानिक निर्णय, स्टॉक, कर, पोस्टिंग, वास्तविक संदेश और निर्धारित निष्पादन के लिए डोमेन सेवाएँ चाहिए।",Pending,,
template.summary,Record summary,रिकॉर्ड सारांश,Pending,,
template.version,Record version,रिकॉर्ड संस्करण,Pending,,
template.save,Save changes,बदलाव सहेजें,Pending,,
template.saved,Changes saved.,बदलाव सहेजे गए।,Pending,,
template.unsaved,Unsaved changes,असहेजे बदलाव,Pending,,
template.ready,Ready,तैयार,Pending,,
template.previous,Previous section,पिछला अनुभाग,Pending,,
template.next,Next section,अगला अनुभाग,Pending,,
template.checklist,Checklist,जाँच सूची,Pending,,
template.checkedCount,{count} of {total} checked,{total} में से {count} जाँचे गए,Pending,,
template.advance,Move to next stage,अगले चरण में ले जाएँ,Pending,,
template.measurements,Results and observations,परिणाम और अवलोकन,Pending,,
template.entries,Accounting entries,लेखांकन प्रविष्टियाँ,Pending,,
template.lineItems,Line items,लाइन आइटम,Pending,,
template.addLine,Add line,पंक्ति जोड़ें,Pending,,
template.lineLabel,"{field}, row {index}","{field}, पंक्ति {index}",Pending,,
template.remove,Remove,हटाएँ,Pending,,
template.difference,Difference,अंतर,Pending,,
template.total,Total,कुल,Pending,,
template.searchRecords,Search records,रिकॉर्ड खोजें,Pending,,
template.completeSelected,Complete selected ({count}),चयनित पूरे करें ({count}),Pending,,
template.open,Open,खोलें,Pending,,
template.recordDetails,Record details,रिकॉर्ड विवरण,Pending,,
template.available,Available,उपलब्ध,Pending,,
template.booked,Booked,बुक किया गया,Pending,,
template.availableSlots,Available time slots,उपलब्ध समय स्लॉट,Pending,,
template.comparison,Comparison,तुलना,Pending,,
template.from,From date,आरंभ तिथि,Pending,,
template.to,To date,अंतिम तिथि,Pending,,
template.runReport,Run report,रिपोर्ट चलाएँ,Pending,,
template.records,Records,रिकॉर्ड,Pending,,
template.average,Average,औसत,Pending,,
template.sampleOnly,Sample data only,केवल नमूना डेटा,Pending,,
template.ledger,Ledger entries,लेजर प्रविष्टियाँ,Pending,,
template.statement,Statement entries,विवरण प्रविष्टियाँ,Pending,,
template.match,Match selected entries,चयनित प्रविष्टियाँ मिलाएँ,Pending,,
template.matchHelp,Select equal amounts from both sides to demonstrate matching. Production reconciliation needs independent ledger and bank data.,मिलान दिखाने के लिए दोनों ओर समान राशि चुनें। वास्तविक मिलान के लिए अलग लेजर और बैंक डेटा चाहिए।,Pending,,
template.configure,Configure,कॉन्फ़िगर करें,Pending,,
template.review,Review,समीक्षा,Pending,,
template.history,History,इतिहास,Pending,,
template.overview,Overview,अवलोकन,Pending,,
template.related,Related records,संबंधित रिकॉर्ड,Pending,,
template.documents,Documents,दस्तावेज़,Pending,,
template.sampleDocument,Sample document,नमूना दस्तावेज़,Pending,,
template.view,View,देखें,Pending,,
template.edit,Edit,संपादित करें,Pending,,
template.approve,Approve,स्वीकृत करें,Pending,,
template.staff,Staff,कर्मचारी,Pending,,
template.manager,Manager,प्रबंधक,Pending,,
template.administrator,Administrator,प्रशासक,Pending,,
template.capacity,Capacity: {count},क्षमता: {count},Pending,,
template.selectResource,Select resource,संसाधन चुनें,Pending,,
template.resourceSchedule,Resource schedule,संसाधन अनुसूची,Pending,,
template.hierarchy,Hierarchy,पदानुक्रम,Pending,,
template.root,Root level,मूल स्तर,Pending,,
template.importFlow,"Upload, map and review","अपलोड, मैप और समीक्षा",Pending,,
template.importHelp,"Upload a small CSV, map code and name, and review rows. Confirming changes only this preview.","छोटा CSV अपलोड करें, कोड और नाम मैप करें और पंक्तियाँ देखें। पुष्टि केवल इस पूर्वावलोकन को बदलती है।",Pending,,
template.chooseCsv,Choose CSV file,CSV फ़ाइल चुनें,Pending,,
template.invalidCsv,Choose a valid CSV with at most 500 rows and a size below 2 MB.,अधिकतम 500 पंक्तियों और 2 MB से कम आकार वाला मान्य CSV चुनें।,Pending,,
template.invalidRows,Map separate code and name columns. Every row needs values and a unique code.,कोड और नाम के अलग कॉलम मैप करें। हर पंक्ति में मान और अद्वितीय कोड चाहिए।,Pending,,
template.step,Step {step},चरण {step},Pending,,
template.validate,Validate rows,पंक्तियाँ जाँचें,Pending,,
template.rowCount,{count} rows ready for review,{count} पंक्तियाँ समीक्षा के लिए तैयार,Pending,,
template.confirmImport,Confirm local import,स्थानीय आयात की पुष्टि करें,Pending,,
template.localImported,Rows added to this preview. No API import was performed.,पंक्तियाँ इस पूर्वावलोकन में जुड़ीं। API आयात नहीं हुआ।,Pending,,
template.conversation,Conversation,वार्तालाप,Pending,,
template.message,Message,संदेश,Pending,,
template.addNote,Add local note,स्थानीय टिप्पणी जोड़ें,Pending,,
template.chooseDocument,Choose document,दस्तावेज़ चुनें,Pending,,
template.documentHelp,Only names and local notes are shown. Files are not uploaded and messages are not sent.,केवल नाम और स्थानीय टिप्पणियाँ दिखती हैं। फ़ाइल अपलोड या संदेश नहीं भेजे जाते।,Pending,,
template.reviewLatest,Review latest record,नवीनतम रिकॉर्ड देखें,Pending,,
template.replaceLocalHelp,Replace your unsaved values with the latest saved record? Your local changes will be discarded.,असहेजे मान नवीनतम सहेजे रिकॉर्ड से बदलें? स्थानीय बदलाव हट जाएँगे।,Pending,,
template.replaceLocal,Discard local changes and load,स्थानीय बदलाव हटाकर लोड करें,Pending,,
template.validation.required,Complete all required fields.,सभी आवश्यक फ़ील्ड भरें।,Pending,,
template.validation.email,Enter a valid email address.,मान्य ईमेल पता दर्ज करें।,Pending,,
template.validation.number,Enter a valid nonnegative number.,मान्य गैर-ऋणात्मक संख्या दें।,Pending,,
template.validation.date,Check the start and end dates.,आरंभ और अंतिम तिथि जाँचें।,Pending,,
template.validation.time,End time must be after start time.,अंत समय आरंभ के बाद होना चाहिए।,Pending,,
template.validation.lines,Add valid lines with a description and nonnegative amounts.,विवरण और गैर-ऋणात्मक राशि वाली मान्य पंक्तियाँ जोड़ें।,Pending,,
template.validation.balance,Debits and credits must balance and be greater than zero.,डेबिट और क्रेडिट बराबर और शून्य से अधिक हों।,Pending,,
template.field.code,Code,कोड,Pending,,
template.field.name,Name,नाम,Pending,,
template.field.birthDate,Date of birth,जन्म तिथि,Pending,,
template.field.effectiveDate,Date,तिथि,Pending,,
template.field.status,Status,स्थिति,Pending,,
template.field.email,Email,ईमेल,Pending,,
template.field.phone,Phone,फ़ोन,Pending,,
template.field.address,Address,पता,Pending,,
template.field.city,City,शहर,Pending,,
template.field.department,Department,विभाग,Pending,,
template.field.owner,Owner,जिम्मेदार,Pending,,
template.field.notes,Notes,टिप्पणियाँ,Pending,,
template.field.enabled,Enabled,सक्षम,Pending,,
template.field.party,Customer / supplier,ग्राहक / आपूर्तिकर्ता,Pending,,
template.field.dueDate,Due date,देय तिथि,Pending,,
template.field.resource,Resource,संसाधन,Pending,,
template.field.startTime,Start time,आरंभ समय,Pending,,
template.field.endTime,End time,अंत समय,Pending,,
template.field.reason,Reason / request,कारण / अनुरोध,Pending,,
template.field.observations,Observations,अवलोकन,Pending,,
template.field.assessment,Assessment,मूल्यांकन,Pending,,
template.field.plan,Plan,योजना,Pending,,
template.field.followUp,Follow-up date,अनुवर्ती तिथि,Pending,,
template.field.specimen,Specimen / sample,नमूना,Pending,,
template.field.findings,Findings,निष्कर्ष,Pending,,
template.field.conclusion,Conclusion,निष्कर्ष,Pending,,
template.field.account,Account,खाता,Pending,,
template.field.reference,Reference,संदर्भ,Pending,,
template.field.frequency,Frequency,आवृत्ति,Pending,,
template.field.amount,Amount,राशि,Pending,,
template.field.description,Description,विवरण,Pending,,
template.field.quantity,Quantity,मात्रा,Pending,,
template.field.price,Unit price,इकाई मूल्य,Pending,,
template.field.debit,Debit,डेबिट,Pending,,
template.field.credit,Credit,क्रेडिट,Pending,,
template.field.result,Result,परिणाम,Pending,,
template.field.actions,Actions,कार्रवाइयाँ,Pending,,
template.field.parent,Parent record,मूल रिकॉर्ड,Pending,,
template.field.category,Category,श्रेणी,Pending,,
template.field.unit,Unit,इकाई,Pending,,
template.field.barcode,Barcode,बारकोड,Pending,,
template.field.subject,Source record,स्रोत रिकॉर्ड,Pending,,
template.field.relationship,Relationship,संबंध,Pending,,
template.field.target,Related record,संबंधित रिकॉर्ड,Pending,,
template.field.vehicle,Vehicle,वाहन,Pending,,
template.field.driver,Driver,चालक,Pending,,
template.field.origin,Origin,प्रस्थान,Pending,,
template.field.destination,Destination,गंतव्य,Pending,,
template.field.priority,Priority,प्राथमिकता,Pending,,
template.field.endpoint,API endpoint,API एंडपॉइंट,Pending,,
template.field.mapping,Field mapping,फ़ील्ड मैपिंग,Pending,,
template.field.payer,Payer,भुगतानकर्ता,Pending,,
template.section.identity,Identity and status,पहचान और स्थिति,Pending,,
template.section.contact,Contact information,संपर्क जानकारी,Pending,,
template.section.details,Additional details,अतिरिक्त विवरण,Pending,,
template.section.header,Transaction details,लेनदेन विवरण,Pending,,
template.section.booking,Booking details,बुकिंग विवरण,Pending,,
template.section.assessment,Assessment and plan,मूल्यांकन और योजना,Pending,,
template.section.result,Result details,परिणाम विवरण,Pending,,
template.section.accounts,Account information,खाता जानकारी,Pending,,
template.section.configuration,Configuration,कॉन्फ़िगरेशन,Pending,,
template.status.active,Active,सक्रिय,Pending,,
template.status.pending,Pending,लंबित,Pending,,
template.status.completed,Completed,पूर्ण,Pending,,
template.status.requested,Requested,अनुरोधित,Pending,,
template.status.inProgress,In progress,प्रगति में,Pending,,
template.status.review,Under review,समीक्षाधीन,Pending,,
template.status.daily,Daily,दैनिक,Pending,,
template.status.weekly,Weekly,साप्ताहिक,Pending,,
template.status.monthly,Monthly,मासिक,Pending,,
template.layout.preferences,Use my preferences,मेरी प्राथमिकताएँ उपयोग करें,Pending,,
template.layout.rail,Section navigation,अनुभाग नेविगेशन,Pending,,
template.layout.tabs,Tabbed layout,टैब लेआउट,Pending,,
template.layout.wizard,Guided steps,निर्देशित चरण,Pending,,
template.scenario.ready,Working preview,कार्यशील पूर्वावलोकन,Pending,,
template.scenario.loading,Loading,लोड हो रहा है,Pending,,
template.scenario.empty,Empty,खाली,Pending,,
template.scenario.denied,Access denied,पहुँच अस्वीकृत,Pending,,
template.scenario.readOnly,Read only,केवल पढ़ें,Pending,,
template.scenario.failure,Recoverable save failure,सुधार योग्य सेव विफलता,Pending,,
template.group.masters,Masters and profiles,मास्टर और प्रोफ़ाइल,Pending,,
template.group.worklists,Lists and workspaces,सूचियाँ और कार्यक्षेत्र,Pending,,
template.group.orders,Orders and requests,ऑर्डर और अनुरोध,Pending,,
template.group.bookings,Bookings and allocation,बुकिंग और आवंटन,Pending,,
template.group.cases,Encounters and procedures,एनकाउंटर और प्रक्रियाएँ,Pending,,
template.group.results,Results and assessments,परिणाम और मूल्यांकन,Pending,,
template.group.logistics,Inventory and logistics,भंडार और लॉजिस्टिक्स,Pending,,
template.group.finance,Accounting and billing,लेखांकन और बिलिंग,Pending,,
template.group.reports,Reports and dashboards,रिपोर्ट और डैशबोर्ड,Pending,,
template.group.entity,Entity overview and collaboration,इकाई अवलोकन और सहयोग,Pending,,
template.group.administration,Administration and processing,प्रशासन और प्रसंस्करण,Pending,,
template.help.masters,"Configure identity, sections, required fields and related information for your master records.","मास्टर रिकॉर्ड के लिए पहचान, अनुभाग, आवश्यक फ़ील्ड और संबंधित जानकारी कॉन्फ़िगर करें।",Pending,,
template.help.worklists,"Find records, filter queues, review details and perform permitted individual or batch actions.","रिकॉर्ड खोजें, कतारें फ़िल्टर करें, विवरण देखें और अनुमत एकल या सामूहिक कार्रवाइयाँ करें।",Pending,,
template.help.orders,"Combine transaction details with editable lines, quantities, prices and order progress.","लेनदेन विवरण को संपादन योग्य पंक्तियों, मात्रा, कीमत और ऑर्डर प्रगति से जोड़ें।",Pending,,
template.help.bookings,"Select dates, resources and time slots. Connect availability and conflict checks to your booking service.","तिथि, संसाधन और समय स्लॉट चुनें। उपलब्धता और टकराव जाँच बुकिंग सेवा से जोड़ें।",Pending,,
template.help.cases,"Keep identity, assessment, notes, checklists and history together throughout a case or encounter.","केस या एनकाउंटर में पहचान, मूल्यांकन, टिप्पणियाँ, जाँच सूची और इतिहास साथ रखें।",Pending,,
template.help.results,"Capture structured values or narrative findings, then connect domain validation and verification.","संरचित मान या वर्णनात्मक निष्कर्ष दर्ज करें, फिर डोमेन सत्यापन और समीक्षा जोड़ें।",Pending,,
template.help.logistics,"Prepare movement details, items and operational status for inventory or transportation.","भंडार या परिवहन के लिए गतिविधि विवरण, आइटम और परिचालन स्थिति तैयार करें।",Pending,,
template.help.finance,"Use consistent financial entry, totals, matching and statement layouts. Posting rules belong to the accounting service.","सुसंगत वित्तीय प्रविष्टि, कुल, मिलान और विवरण लेआउट उपयोग करें। पोस्टिंग नियम लेखांकन सेवा के हैं।",Pending,,
template.help.reports,"Filter data, review totals and compare results using shared reporting and dashboard components.","साझा रिपोर्ट और डैशबोर्ड घटकों से डेटा फ़िल्टर करें, कुल देखें और परिणाम तुलना करें।",Pending,,
template.help.entity,"Bring profile, related records, history, documents and local collaboration into one workspace.","प्रोफ़ाइल, संबंधित रिकॉर्ड, इतिहास, दस्तावेज़ और स्थानीय सहयोग एक कार्यक्षेत्र में लाएँ।",Pending,,
template.help.administration,"Configure policies, permissions, processes and integration settings with review before saving.","सहेजने से पहले समीक्षा के साथ नीतियाँ, अनुमतियाँ, प्रक्रियाएँ और एकीकरण सेटिंग कॉन्फ़िगर करें।",Pending,,
template.name.simple-master,Simple Master,सरल मास्टर,Pending,,
template.name.detailed-master,Detailed Master,विस्तृत मास्टर,Pending,,
template.name.person-registration,Person Registration,व्यक्ति पंजीकरण,Pending,,
template.name.person-profile,Person Profile,व्यक्ति प्रोफ़ाइल,Pending,,
template.name.organization-profile,Organization Profile,संगठन प्रोफ़ाइल,Pending,,
template.name.item-service-master,Item / Service Master,आइटम / सेवा मास्टर,Pending,,
template.name.hierarchical-master,Hierarchical Master,पदानुक्रम मास्टर,Pending,,
template.name.relationship-master,Relationship Master,संबंध मास्टर,Pending,,
template.name.configuration-master,Configuration Master,कॉन्फ़िगरेशन मास्टर,Pending,,
template.name.patient-master,Patient Master,रोगी मास्टर,Pending,,
template.name.employee-master,Employee Master,कर्मचारी मास्टर,Pending,,
template.name.customer-master,Customer Master,ग्राहक मास्टर,Pending,,
template.name.supplier-master,Supplier Master,आपूर्तिकर्ता मास्टर,Pending,,
template.name.student-master,Student Master,छात्र मास्टर,Pending,,
template.name.master-list,Master List,मास्टर सूची,Pending,,
template.name.transaction-register,Transaction Register,लेनदेन रजिस्टर,Pending,,
template.name.operational-worklist,Operational Worklist,परिचालन कार्यसूची,Pending,,
template.name.assignment-queue,Assignment Queue,आवंटन कतार,Pending,,
template.name.approval-inbox,Approval Inbox,अनुमोदन इनबॉक्स,Pending,,
template.name.exception-queue,Exception Queue,अपवाद कतार,Pending,,
template.name.board-workspace,Board Workspace,बोर्ड कार्यक्षेत्र,Pending,,
template.name.split-list-detail,Split List and Detail,विभाजित सूची और विवरण,Pending,,
template.name.batch-processing,Batch Processing Workspace,बैच प्रसंस्करण कार्यक्षेत्र,Pending,,
template.name.header-lines-order,Header and Line Items,शीर्ष और लाइन आइटम,Pending,,
template.name.service-test-order,Service / Test Order,सेवा / परीक्षण आदेश,Pending,,
template.name.quotation-estimate,Quotation / Estimate,कोटेशन / अनुमान,Pending,,
template.name.order-fulfillment,Order Fulfillment,ऑर्डर पूर्ति,Pending,,
template.name.return-cancellation,Return / Cancellation,वापसी / रद्दीकरण,Pending,,
template.name.order-comparison,Order Comparison,ऑर्डर तुलना,Pending,,
template.name.recurring-order,Recurring Order Setup,आवर्ती ऑर्डर सेटअप,Pending,,
template.name.purchase-order,Purchase Order,खरीद आदेश,Pending,,
template.name.sales-order,Sales Order,बिक्री आदेश,Pending,,
template.name.lab-order,Laboratory Order,प्रयोगशाला आदेश,Pending,,
template.name.appointment,Appointment Booking,अपॉइंटमेंट बुकिंग,Pending,,
template.name.calendar-workspace,Calendar Workspace,कैलेंडर कार्यक्षेत्र,Pending,,
template.name.resource-timeline,Resource Timeline,संसाधन समयरेखा,Pending,,
template.name.occupancy-board,Capacity / Occupancy Board,क्षमता / अधिभोग बोर्ड,Pending,,
template.name.allocation-workspace,Allocation Workspace,आवंटन कार्यक्षेत्र,Pending,,
template.name.roster-timetable,Roster / Timetable,रोस्टर / समय सारणी,Pending,,
template.name.waitlist-check-in,Waitlist and Check-in,प्रतीक्षा सूची और चेक-इन,Pending,,
template.name.patient-encounter,Patient Encounter,रोगी एनकाउंटर,Pending,,
template.name.service-case,Service / Support Case,सेवा / सहायता केस,Pending,,
template.name.long-running-episode,Admission / Long-running Episode,भर्ती / दीर्घकालिक प्रकरण,Pending,,
template.name.procedure-planning,Procedure Planning,प्रक्रिया योजना,Pending,,
template.name.surgery-workspace,Surgery Workspace,शल्यक्रिया कार्यक्षेत्र,Pending,,
template.name.procedure-execution,Procedure Execution,प्रक्रिया निष्पादन,Pending,,
template.name.checklist-workspace,Checklist Workspace,जाँच सूची कार्यक्षेत्र,Pending,,
template.name.discharge-closure,Discharge / Closure,डिस्चार्ज / समापन,Pending,,
template.name.structured-result,Structured Result Entry,संरचित परिणाम प्रविष्टि,Pending,,
template.name.lab-result,Laboratory Result,प्रयोगशाला परिणाम,Pending,,
template.name.narrative-result,Narrative Result / Report,वर्णनात्मक परिणाम / रिपोर्ट,Pending,,
template.name.observation-chart,Observation Chart,अवलोकन चार्ट,Pending,,
template.name.assessment-scoring,Assessment / Scoring,मूल्यांकन / अंकन,Pending,,
template.name.result-verification,Result Review and Verification,परिणाम समीक्षा और सत्यापन,Pending,,
template.name.result-comparison,Result Comparison,परिणाम तुलना,Pending,,
template.name.certificate-output,Certificate / Final Output,प्रमाणपत्र / अंतिम आउटपुट,Pending,,
template.name.goods-receipt,Goods Receipt,माल प्राप्ति,Pending,,
template.name.issue-dispatch,Issue / Dispatch,निर्गम / प्रेषण,Pending,,
template.name.stock-transfer,Stock Transfer,स्टॉक हस्तांतरण,Pending,,
template.name.stock-count,Stock Count / Adjustment,स्टॉक गणना / समायोजन,Pending,,
template.name.batch-serial-tracking,Batch / Serial Tracking,बैच / सीरियल ट्रैकिंग,Pending,,
template.name.pick-pack,Pick / Pack Workspace,पिक / पैक कार्यक्षेत्र,Pending,,
template.name.transport-plan,Trip / Transport Plan,यात्रा / परिवहन योजना,Pending,,
template.name.dispatch-board,Dispatch and Tracking Board,प्रेषण और ट्रैकिंग बोर्ड,Pending,,
template.name.journal-voucher,Journal Voucher,जर्नल वाउचर,Pending,,
template.name.payment-voucher,Payment Voucher,भुगतान वाउचर,Pending,,
template.name.receipt-voucher,Receipt Voucher,प्राप्ति वाउचर,Pending,,
template.name.invoice-billing,Invoice / Billing Workspace,चालान / बिलिंग कार्यक्षेत्र,Pending,,
template.name.patient-billing,Patient Billing,रोगी बिलिंग,Pending,,
template.name.school-fees,School Fees,स्कूल शुल्क,Pending,,
template.name.credit-debit-note,Credit / Debit Note,क्रेडिट / डेबिट नोट,Pending,,
template.name.allocation-settlement,Allocation / Settlement,आवंटन / निपटान,Pending,,
template.name.bank-reconciliation,Bank Reconciliation,बैंक मिलान,Pending,,
template.name.budget-workspace,Budget Workspace,बजट कार्यक्षेत्र,Pending,,
template.name.period-processing,Period Processing,अवधि प्रसंस्करण,Pending,,
template.name.statement-account,Statement of Account,खाता विवरण,Pending,,
template.name.report-parameters,Report Parameters,रिपोर्ट पैरामीटर,Pending,,
template.name.tabular-report,Tabular Report,सारणीबद्ध रिपोर्ट,Pending,,
template.name.grouped-report,Grouped / Summary Report,समूहीकृत / सारांश रिपोर्ट,Pending,,
template.name.pivot-report,Pivot / Cross-tab Report,पिवट / क्रॉस-टैब रिपोर्ट,Pending,,
template.name.printable-report,Document / Printable Report,दस्तावेज़ / मुद्रण रिपोर्ट,Pending,,
template.name.operational-dashboard,Operational Dashboard,परिचालन डैशबोर्ड,Pending,,
template.name.management-dashboard,Management Dashboard,प्रबंधन डैशबोर्ड,Pending,,
template.name.analytical-workspace,Analytical Workspace,विश्लेषण कार्यक्षेत्र,Pending,,
template.name.entity-360,360° Entity Workspace,360° इकाई कार्यक्षेत्र,Pending,,
template.name.history-timeline,Timeline / History,समयरेखा / इतिहास,Pending,,
template.name.document-workspace,Document Workspace,दस्तावेज़ कार्यक्षेत्र,Pending,,
template.name.task-workspace,Task Workspace,कार्य कार्यक्षेत्र,Pending,,
template.name.communication-workspace,Communication Workspace,संचार कार्यक्षेत्र,Pending,,
template.name.policy-editor,Preferences and Policy Editor,प्राथमिकता और नीति संपादक,Pending,,
template.name.permissions-matrix,Permissions Matrix,अनुमति मैट्रिक्स,Pending,,
template.name.workflow-configuration,Workflow Configuration,वर्कफ़्लो कॉन्फ़िगरेशन,Pending,,
template.name.import-wizard,Import Wizard,आयात विज़ार्ड,Pending,,
template.name.background-jobs,Background Jobs Center,पृष्ठभूमि कार्य केंद्र,Pending,,
template.name.schedule-configuration,Schedule Configuration,अनुसूची कॉन्फ़िगरेशन,Pending,,
template.name.audit-explorer,Audit / Incident Explorer,ऑडिट / घटना एक्सप्लोरर,Pending,,
template.name.integration-configuration,Integration Configuration,एकीकरण कॉन्फ़िगरेशन,Pending,,
template.validation.hierarchy,A record cannot be its own ancestor. Choose another parent.,रिकॉर्ड अपना पूर्वज नहीं हो सकता। दूसरा मूल रिकॉर्ड चुनें।,Pending,,
